ensembl_gene_id,chromosome_name,start_position,end_position,strand,gene_name,chr_name
ENSG00000172322,12,9951316,9995694,1,CLEC12A,chr12
ENSG00000172331,7,134646811,134679816,1,BPGM,chr7
ENSG00000172348,6,46220736,46491972,-1,RCAN2,chr6
ENSG00000172354,7,100673567,100679174,1,GNB2,chr7
ENSG00000172375,11,119102198,119118544,1,C2CD2L,chr11
ENSG00000172409,11,57648188,57661865,1,CLP1,chr11
ENSG00000172432,6,43605316,43629264,-1,GTPBP2,chr6
ENSG00000172469,6,95577485,95609470,1,MANEA,chr6
ENSG00000172500,11,65883740,65888531,-1,FIBP,chr11
ENSG00000172508,11,67414968,67425607,1,CARNS1,chr11
ENSG00000172531,11,67398181,67421183,-1,PPP1CA,chr11
ENSG00000172543,11,65879809,65883741,1,CTSW,chr11
ENSG00000172586,10,73782047,73783652,1,CHCHD1,chr10
ENSG00000172590,14,22829879,22835037,1,MRPL52,chr14
ENSG00000172613,11,67317871,67398410,1,RAD9A,chr11
ENSG00000172650,10,73674287,73698109,-1,AGAP5,chr10
ENSG00000172661,10,45727200,45792964,1,WASHC2C,chr10
ENSG00000172663,11,67461710,67469272,-1,TMEM134,chr11
ENSG00000172671,10,45615500,45672780,-1,ZFAND4,chr10
ENSG00000172673,6,127708072,127918631,-1,THEMIS,chr6
ENSG00000172725,11,67435510,67443821,-1,CORO1B,chr11
ENSG00000172728,8,33370824,33473146,-1,FUT10,chr8
ENSG00000172731,10,70298970,70382650,-1,LRRC20,chr10
ENSG00000172732,11,65857126,65867653,1,MUS81,chr11
ENSG00000172748,8,232137,264703,1,ZNF596,chr8
ENSG00000172757,11,65823022,65862026,-1,CFL1,chr11
ENSG00000172766,13,41311267,41377030,1,NAA16,chr13
ENSG00000172785,9,120837,179147,-1,CBWD1,chr9
ENSG00000172803,11,65833834,65856896,1,SNX32,chr11
ENSG00000172817,8,64587763,64798737,-1,CYP7B1,chr8
ENSG00000172819,12,53210567,53232980,-1,RARG,chr12
ENSG00000172830,11,67303478,67312607,1,SSH3,chr11
ENSG00000172889,9,136658856,136672678,1,EGFL7,chr9
ENSG00000172890,11,71453109,71524107,1,NADSYN1,chr11
ENSG00000172893,11,71428193,71452868,-1,DHCR7,chr11
ENSG00000172915,13,34942270,35673022,1,NBEA,chr13
ENSG00000172922,11,65714005,65720818,-1,RNASEH2C,chr11
ENSG00000172932,11,67289300,67302485,1,ANKRD13D,chr11
ENSG00000172977,11,65711996,65719604,1,KAT5,chr11
ENSG00000173020,11,67266473,67286556,1,GRK2,chr11
ENSG00000173039,11,65653599,65663090,-1,RELA,chr11
ENSG00000173041,7,64519878,64563075,-1,ZNF680,chr7
ENSG00000173064,12,112160188,112382439,-1,HECTD4,chr12
ENSG00000173068,9,16409503,16870843,-1,BNC2,chr9
ENSG00000173077,9,114850968,115402644,1,DEC1,chr9
ENSG00000173113,11,64316460,64317559,-1,TRMT112,chr11
ENSG00000173114,7,111091006,111125454,1,LRRN3,chr7
ENSG00000173120,11,67119263,67258082,1,KDM2A,chr11
ENSG00000173137,8,144373101,144393242,1,ADCK5,chr8
ENSG00000173141,13,21176658,21179084,1,MRPL57,chr13
ENSG00000173145,10,94333226,94362959,-1,NOC3L,chr10
ENSG00000173153,11,64305497,64316743,1,ESRRA,chr11
ENSG00000173208,12,39550033,39619803,-1,ABCD2,chr12
ENSG00000173214,6,111259327,111445354,1,MFSD4B,chr6
ENSG00000173258,9,111525159,111577844,1,ZNF483,chr9
ENSG00000173262,12,7812512,7891148,-1,SLC2A14,chr12
ENSG00000173264,11,64270062,64289500,1,GPR137,chr11
ENSG00000173273,8,9555912,9782346,1,TNKS,chr8
ENSG00000173281,8,9136255,9151574,-1,PPP1R3B,chr8
ENSG00000173327,11,65597756,65615382,-1,MAP3K11,chr11
ENSG00000173334,8,125430358,125438403,1,TRIB1,chr8
ENSG00000173391,12,10158301,10172138,-1,OLR1,chr12
ENSG00000173442,11,65576046,65592650,1,EHBP1L1,chr11
ENSG00000173451,12,71664301,71680644,1,THAP2,chr12
ENSG00000173457,11,64244479,64246943,-1,PPP1R14B,chr11
ENSG00000173465,11,65570460,65573942,1,ZNRD2,chr11
ENSG00000173511,11,64234584,64239264,1,VEGFB,chr11
ENSG00000173530,8,23135588,23164027,-1,TNFRSF10D,chr8
ENSG00000173588,12,94306449,94459988,-1,CEP83,chr12
ENSG00000173598,12,93377883,93408146,1,NUDT4,chr12
ENSG00000173599,11,66848417,66958386,-1,PC,chr11
ENSG00000173611,9,124942608,125143528,-1,SCAI,chr9
ENSG00000173621,11,66856647,66860475,1,LRFN4,chr11
ENSG00000173653,11,66842835,66846552,1,RCE1,chr11
ENSG00000173715,11,66744451,66843516,1,C11orf80,chr11
ENSG00000173848,10,5412557,5459056,1,NET1,chr10
ENSG00000173852,7,34927292,35038271,-1,DPY19L1,chr7
ENSG00000173898,11,66682497,66744670,-1,SPTBN2,chr11
ENSG00000173914,11,66664998,66677887,-1,RBM4B,chr11
ENSG00000173915,10,103389041,103396492,-1,ATP5MD,chr10
ENSG00000173933,11,66638667,66668374,1,RBM4,chr11
ENSG00000173988,13,46211940,46277366,1,LRRC63,chr13
ENSG00000173992,11,66593153,66606019,1,CCS,chr11
ENSG00000174032,13,45393316,45418455,-1,SLC25A30,chr13
ENSG00000174080,11,66563464,66568879,-1,CTSF,chr11
ENSG00000174099,12,65278643,65491430,1,MSRB3,chr12
ENSG00000174106,12,65169583,65248355,1,LEMD3,chr12
ENSG00000174165,11,66520637,66546235,-1,ZDHHC24,chr11
ENSG00000174206,12,64186316,64222296,-1,C12orf66,chr12
ENSG00000174243,12,48829756,48852842,-1,DDX23,chr12
ENSG00000174373,14,35538352,35809304,-1,RALGAPA1,chr14
ENSG00000174405,13,108207439,108218368,-1,LIG4,chr13
ENSG00000174428,7,75092573,75149817,1,GTF2IRD2B,chr7
ENSG00000174437,12,110280756,110351093,1,ATP2A2,chr12
ENSG00000174456,12,110027028,110073636,-1,C12orf76,chr12
ENSG00000174469,7,146116002,148420998,1,CNTNAP2,chr7
ENSG00000174482,9,27948078,28670286,-1,LINGO2,chr9
ENSG00000174483,11,66510606,66533613,1,BBS1,chr11
ENSG00000174527,12,109347903,109455523,1,MYO1H,chr12
ENSG00000174547,11,66435075,66466738,-1,MRPL11,chr11
ENSG00000174600,12,108288044,108339317,-1,CMKLR1,chr12
ENSG00000174669,11,66362521,66372214,-1,SLC29A2,chr11
ENSG00000174718,12,31959370,31993107,1,RESF1,chr12
ENSG00000174744,11,66337333,66345125,-1,BRMS1,chr11
ENSG00000174775,11,532242,537321,-1,HRAS,chr11
ENSG00000174851,11,66284580,66289145,-1,YIF1A,chr11
ENSG00000174903,11,66268590,66277492,1,RAB1B,chr11
ENSG00000174915,11,448268,491399,1,PTDSS2,chr11
ENSG00000174945,7,2679522,2775500,1,AMZ1,chr7
ENSG00000174989,12,116910950,117031148,1,FBXW8,chr12
ENSG00000174996,11,66257294,66267860,1,KLC2,chr11
ENSG00000175003,6,160121815,160158718,1,SLC22A1,chr6
ENSG00000175029,10,124984317,125161170,-1,CTBP2,chr10
ENSG00000175048,6,157381133,157678157,1,ZDHHC14,chr6
ENSG00000175073,8,66628487,66667231,-1,VCPIP1,chr8
ENSG00000175104,11,36483769,36510272,-1,TRAF6,chr11
ENSG00000175115,11,66070272,66244744,1,PACS1,chr11
ENSG00000175164,9,133233278,133276024,-1,ABO,chr9
ENSG00000175197,12,57516588,57521737,-1,DDIT3,chr12
ENSG00000175198,13,100089015,100530437,1,PCCA,chr13
ENSG00000175203,12,57529633,57547224,-1,DCTN2,chr12
ENSG00000175213,11,46701030,46705912,1,ZNF408,chr11
ENSG00000175215,12,57819927,57846729,-1,CTDSP2,chr12
ENSG00000175216,11,46743048,46846308,-1,CKAP5,chr11
ENSG00000175220,11,46677080,46700619,-1,ARHGAP1,chr11
ENSG00000175224,11,46617527,46674818,1,ATG13,chr11
ENSG00000175274,11,44885903,44951306,-1,TP53I11,chr11
ENSG00000175287,9,128920966,128942041,1,PHYHD1,chr9
ENSG00000175305,8,94879770,94896678,-1,CCNE2,chr8
ENSG00000175324,8,38163335,38176730,-1,LSM1,chr8
ENSG00000175334,11,66002228,66004149,1,BANF1,chr11
ENSG00000175348,11,8947202,8965011,-1,TMEM9B,chr11
ENSG00000175352,11,8965682,9005288,-1,NRIP3,chr11
ENSG00000175376,11,65996545,66002176,-1,EIF1AD,chr11
ENSG00000175390,11,7970251,8001862,1,EIF3F,chr11
ENSG00000175395,10,37949573,37976647,-1,ZNF25,chr10
ENSG00000175463,11,67403915,67410089,1,TBC1D10C,chr11
ENSG00000175467,11,65961728,65980137,1,SART1,chr11
ENSG00000175470,10,131901008,131959834,1,PPP2R2D,chr10
ENSG00000175482,11,67350772,67356972,-1,POLD4,chr11
ENSG00000175505,11,67364168,67374177,-1,CLCF1,chr11
ENSG00000175544,11,67452406,67461752,1,CABP4,chr11
ENSG00000175548,12,38316762,38329721,1,ALG10B,chr12
ENSG00000175550,11,65919274,65921563,1,DRAP1,chr11
ENSG00000175564,11,74000277,74009085,-1,UCP3,chr11
ENSG00000175567,11,73974672,73982843,-1,UCP2,chr11
ENSG00000175573,11,65916810,65919062,-1,C11orf68,chr11
ENSG00000175575,11,73876699,73931114,1,PAAF1,chr11
ENSG00000175581,11,73787872,73865133,1,MRPL48,chr11
ENSG00000175582,11,73675638,73761137,-1,RAB6A,chr11
ENSG00000175591,11,73218281,73242427,1,P2RY2,chr11
ENSG00000175592,11,65892049,65900573,-1,FOSL1,chr11
ENSG00000175600,7,40135005,40860763,1,SUGCT,chr7
ENSG00000175602,11,65890673,65891635,1,CCDC85B,chr11
ENSG00000175606,8,73972437,73982783,1,TMEM70,chr8
ENSG00000175611,9,95759231,95876049,-1,LINC00476,chr9
ENSG00000175634,11,67428460,67435401,1,RPS6KB2,chr11
ENSG00000175727,12,122078756,122147344,1,MLXIP,chr12
ENSG00000175764,9,121815674,122093606,-1,TTLL11,chr9
ENSG00000175768,9,37582646,37592604,-1,TOMM5,chr9
ENSG00000175773,11,130314993,130403657,1,ZBTB44-DT,chr11
ENSG00000175782,12,68746125,68793964,1,SLC35E3,chr12
ENSG00000175787,9,94259298,94301829,1,ZNF169,chr9
ENSG00000175806,8,10054292,10428891,1,MSRA,chr8
ENSG00000175854,9,128275379,128316123,1,SWI5,chr9
ENSG00000175868,11,14904997,15082342,1,CALCB,chr11
ENSG00000175893,9,14611071,14693432,-1,ZDHHC21,chr9
ENSG00000175895,8,95133785,95156685,1,PLEKHF2,chr8
ENSG00000175899,12,9067664,9116229,-1,A2M,chr12
ENSG00000175970,12,120710458,120723640,1,UNC119B,chr12
ENSG00000176058,9,137191617,137204193,-1,TPRN,chr9
ENSG00000176101,9,137188660,137190370,1,SSNA1,chr9
ENSG00000176102,11,33077188,33162371,-1,CSTF3,chr11
ENSG00000176124,13,50082169,50906856,1,DLEU1,chr13
ENSG00000176148,11,33039417,33105943,1,TCP11L1,chr11
ENSG00000176171,10,131967684,131981967,-1,BNIP3,chr10
ENSG00000176209,8,42541155,42555195,1,SMIM19,chr8
ENSG00000176248,9,137174784,137188560,-1,ANAPC2,chr9
ENSG00000176273,10,93893973,93956062,1,SLC35G1,chr10
ENSG00000176340,11,63974620,63976543,1,COX8A,chr11
ENSG00000176386,9,113255835,113275572,-1,CDC26,chr9
ENSG00000176422,12,56468578,56479708,1,SPRYD4,chr12
ENSG00000176485,11,63573195,63616883,-1,PLAAT3,chr11
ENSG00000176595,8,1973677,2006936,1,KBTBD11,chr8
ENSG00000176623,8,86468257,86514357,-1,RMDN1,chr8
ENSG00000176731,8,85214048,85220421,-1,RBIS,chr8
ENSG00000176834,12,118063593,118136026,-1,VSIG10,chr12
ENSG00000176853,8,123768439,123815452,1,FAM91A1,chr8
ENSG00000176871,12,118032687,118062430,-1,WSB2,chr12
ENSG00000176894,12,132687587,132704985,1,PXMP2,chr12
ENSG00000176915,12,132725503,132761832,-1,ANKLE2,chr12
ENSG00000176973,11,65572349,65574198,1,FAM89B,chr11
ENSG00000176978,9,137110546,137115177,-1,DPP7,chr9
ENSG00000176986,10,73744372,73772161,1,SEC24C,chr10
ENSG00000177030,11,644233,707118,-1,DEAF1,chr11
ENSG00000177042,11,695591,705028,1,TMEM80,chr11
ENSG00000177054,11,19117099,19176422,1,ZDHHC13,chr11
ENSG00000177076,9,19409009,19452505,1,ACER2,chr9
ENSG00000177084,12,132623753,132687376,-1,POLE,chr12
ENSG00000177103,11,117427772,117817525,-1,DSCAML1,chr11
ENSG00000177105,11,3826978,3840959,-1,RHOG,chr11
ENSG00000177106,11,694438,727727,1,EPS8L2,chr11
ENSG00000177119,12,45215987,45482280,1,ANO6,chr12
ENSG00000177125,9,126860639,126885878,1,ZBTB34,chr9
ENSG00000177156,11,747415,765012,1,TALDO1,chr11
ENSG00000177169,12,131894622,131923150,1,ULK1,chr12
ENSG00000177182,8,61057158,61501645,1,CLVS1,chr8
ENSG00000177192,12,131929200,131945896,1,PUS1,chr12
ENSG00000177225,11,767220,777488,-1,GATD1,chr11
ENSG00000177239,9,137086857,137109189,1,MAN1B1,chr9
ENSG00000177335,8,143039209,143060684,1,C8orf31,chr8
ENSG00000177406,12,630858,664196,1,AC021054.1,chr12
ENSG00000177409,7,93130056,93148385,-1,SAMD9L,chr7
ENSG00000177425,12,79574979,79690964,-1,PAWR,chr12
ENSG00000177542,11,790475,798281,-1,SLC25A22,chr11
ENSG00000177570,8,118189455,118622112,-1,SAMD12,chr8
ENSG00000177575,12,7470811,7503893,-1,CD163,chr12
ENSG00000177595,11,799179,809753,-1,PIDD1,chr11
ENSG00000177600,11,809965,812880,1,RPLP2,chr11
ENSG00000177613,10,51695486,51699595,-1,CSTF2T,chr10
ENSG00000177666,11,818914,825573,1,PNPLA2,chr11
ENSG00000177669,8,30131671,30144665,-1,MBOAT4,chr8
ENSG00000177683,7,108554543,108569750,-1,THAP5,chr7
ENSG00000177688,6,149400262,149401278,1,SUMO4,chr6
ENSG00000177697,11,832887,839831,1,CD151,chr11
ENSG00000177700,11,837356,842529,-1,POLR2L,chr11
ENSG00000177706,7,192571,260772,1,FAM20C,chr7
ENSG00000177830,11,867859,915058,-1,CHID1,chr11
ENSG00000177853,10,96129715,96205288,1,ZNF518A,chr10
ENSG00000177889,12,93405673,93441947,-1,UBE2N,chr12
ENSG00000177951,11,167784,207399,-1,BET1L,chr11
ENSG00000177963,11,207708,215113,1,RIC8A,chr11
ENSG00000177981,12,48147789,48181213,-1,ASB8,chr12
ENSG00000177990,12,63558913,63668939,-1,DPY19L2,chr12
ENSG00000178105,11,108665058,108940999,1,DDX10,chr11
ENSG00000178199,6,149446795,149485014,-1,ZC3H12D,chr6
ENSG00000178202,11,108472112,108498384,-1,POGLUT3,chr11
ENSG00000178209,8,143915153,143976734,-1,PLEC,chr8
ENSG00000178217,10,80537902,80646560,1,SH2D4B,chr10
ENSG00000178234,7,152025674,152122340,1,GALNT11,chr7
ENSG00000178301,11,77589391,77610356,1,AQP11,chr11
ENSG00000178381,7,1152071,1160759,-1,ZFAND2A,chr7
ENSG00000178409,6,107065182,107115515,-1,BEND3,chr6
ENSG00000178425,6,116100851,116249497,1,NT5DC1,chr6
ENSG00000178440,10,49942056,50011654,1,TIMM23B-AGAP6,chr10
ENSG00000178445,9,6532467,6645729,-1,GLDC,chr9
ENSG00000178460,8,66870749,66922048,1,MCMDC2,chr8
ENSG00000178498,12,57604622,57609804,1,DTX3,chr12
ENSG00000178538,8,60185412,60281400,-1,CA8,chr8
ENSG00000178665,7,55887456,55942530,1,ZNF713,chr7
ENSG00000178685,8,143977153,144012772,-1,PARP10,chr8
ENSG00000178695,13,76880175,76886405,-1,KCTD12,chr13
ENSG00000178719,8,143990056,143993415,1,GRINA,chr8
ENSG00000178764,8,122781655,122974510,1,ZHX2,chr8
ENSG00000178809,7,75395063,75410996,1,TRIM73,chr7
ENSG00000178878,12,12725917,12829975,1,APOLD1,chr12
ENSG00000178882,12,123973241,124316024,1,RFLNA,chr12
ENSG00000178966,9,83980798,84004074,1,RMI1,chr9
ENSG00000178974,14,55271344,55370053,1,FBXO34,chr14
ENSG00000179041,8,66429014,66430733,1,RRS1,chr8
ENSG00000179088,12,103237591,103495978,-1,C12orf42,chr12
ENSG00000179091,8,144095039,144097525,1,CYC1,chr8
ENSG00000179104,12,82686880,83134870,1,TMTC2,chr12
ENSG00000179119,11,18606403,18634791,-1,SPTY2D1,chr11
ENSG00000179144,7,150514872,150521073,1,GIMAP7,chr7
ENSG00000179165,6,36390551,36442854,-1,PXT1,chr6
ENSG00000179195,12,123971845,124015439,1,ZNF664,chr12
ENSG00000179240,11,76381303,76414619,1,GVQW3,chr11
ENSG00000179241,11,35943981,36232136,1,LDLRAD3,chr11
ENSG00000179295,12,112418351,112509918,1,PTPN11,chr12
ENSG00000179331,11,107928448,107963482,1,RAB39A,chr11
ENSG00000179388,8,22687659,22693480,-1,EGR3,chr8
ENSG00000179399,13,91398621,92873682,1,GPC5,chr13
ENSG00000179406,7,66376044,66493566,-1,LINC00174,chr7
ENSG00000179454,14,44924324,45042322,-1,KLHL28,chr14
ENSG00000179526,8,144098633,144108124,-1,SHARPIN,chr8
ENSG00000179532,11,6497260,6593758,1,DNHD1,chr11
ENSG00000179562,7,127580628,127593611,-1,GCC1,chr7
ENSG00000179630,13,43879284,43893932,1,LACC1,chr13
ENSG00000179632,8,144104461,144107611,1,MAF1,chr8
ENSG00000179715,12,47079603,47236662,1,PCED1B,chr12
ENSG00000179832,8,144148016,144261927,1,MROH1,chr8
ENSG00000179912,12,57253762,57431043,-1,R3HDM2,chr12
ENSG00000179933,14,23095505,23100456,1,C14orf119,chr14
ENSG00000179941,12,76344474,76348415,-1,BBS10,chr12
ENSG00000179950,8,143816344,143829352,-1,PUF60,chr8
ENSG00000179988,10,122954381,122997513,1,PSTK,chr10
ENSG00000180008,14,55027230,55049489,1,SOCS4,chr14
ENSG00000180071,9,38571358,38620596,-1,ANKRD18A,chr9
ENSG00000180116,12,39626167,39908300,1,C12orf40,chr12
ENSG00000180233,7,30284597,30367689,1,ZNRF2,chr7
ENSG00000180263,12,95076749,95217482,-1,FGD6,chr12
ENSG00000180354,7,30134986,30162762,1,MTURN,chr7
ENSG00000180423,11,46602861,46617909,-1,HARBI1,chr11
ENSG00000180539,9,137027464,137037957,1,C9orf139,chr9
ENSG00000180549,9,137030174,137032088,-1,FUT7,chr9
ENSG00000180628,10,91163012,91284337,1,PCGF5,chr10
ENSG00000180644,10,70597348,70602759,-1,PRF1,chr10
ENSG00000180694,8,90621995,90791632,-1,TMEM64,chr8
ENSG00000180773,11,93144174,93197991,-1,SLC36A4,chr11
ENSG00000180776,13,21372571,21459370,-1,ZDHHC20,chr13
ENSG00000180817,10,70202835,70233911,-1,PPA1,chr10
ENSG00000180881,12,75275979,75390928,-1,CAPS2,chr12
ENSG00000180900,8,143790920,143815773,-1,SCRIB,chr8
ENSG00000180992,6,44113451,44127452,-1,MRPL14,chr6
ENSG00000180998,14,52552836,52637713,1,GPR137C,chr14
ENSG00000181016,7,112480853,112491062,1,LSMEM1,chr7
ENSG00000181090,9,137618992,137870016,1,EHMT1,chr9
ENSG00000181135,8,143684452,143713898,1,ZNF707,chr8
ENSG00000181192,10,12068954,12123221,1,DHTKD1,chr10
ENSG00000181220,7,149472696,149497817,-1,ZNF746,chr7
ENSG00000181274,10,97332497,97334729,-1,FRAT2,chr10
ENSG00000181404,9,14475,73865,-1,WASHC1,chr9
ENSG00000181472,6,151364115,151391559,-1,ZBTB2,chr6
ENSG00000181638,8,143246821,143262705,1,ZFP41,chr8
ENSG00000181690,8,56160909,56211324,-1,PLAG1,chr8
ENSG00000181830,11,45804072,45813016,1,SLC35C1,chr11
ENSG00000181852,12,56202179,56221933,-1,RNF41,chr12
ENSG00000181915,10,62804720,62808479,1,ADO,chr10
ENSG00000181924,11,73872667,73876901,-1,COA4,chr11
ENSG00000181929,12,49002274,49018807,-1,PRKAG1,chr12
ENSG00000182010,10,62183035,62268844,-1,RTKN2,chr10
ENSG00000182022,10,124007668,124093598,-1,CHST15,chr10
ENSG00000182095,7,5306790,5425414,-1,TNRC18,chr7
ENSG00000182150,9,95871264,96121154,1,ERCC6L2,chr9
ENSG00000182154,9,137551879,137552555,1,MRPL41,chr9
ENSG00000182158,7,137874979,138002086,-1,CREB3L2,chr7
ENSG00000182165,7,87322943,87345552,-1,TP53TG1,chr7
ENSG00000182180,10,73248843,73252693,-1,MRPS16,chr10
ENSG00000182196,12,122980060,122982913,1,ARL6IP4,chr12
ENSG00000182197,8,117794490,118111826,-1,EXT1,chr8
ENSG00000182199,12,57229573,57234935,1,SHMT2,chr12
ENSG00000182208,11,1469457,1501247,-1,MOB2,chr11
ENSG00000182307,8,145052465,145066685,1,C8orf33,chr8
ENSG00000182325,8,144355431,144359376,-1,FBXL6,chr8
ENSG00000182326,12,6988259,7071032,1,C1S,chr12
ENSG00000182359,11,106051098,106077459,-1,KBTBD3,chr11
ENSG00000182372,8,1755778,1801711,1,CLN8,chr8
ENSG00000182400,14,39147811,39170532,-1,TRAPPC6B,chr14
ENSG00000182648,7,156388922,156640654,-1,LINC01006,chr7
ENSG00000182919,11,93741591,93764749,1,C11orf54,chr11
ENSG00000182934,11,126262938,126269144,-1,SRPRA,chr11
ENSG00000182957,13,23979805,24307074,1,SPATA13,chr13
ENSG00000182985,11,115169218,115504957,-1,CADM1,chr11
ENSG00000182993,12,14803666,14906586,1,C12orf60,chr12
ENSG00000183020,11,924881,1012245,1,AP2A2,chr11
ENSG00000183032,14,36677921,37172606,-1,SLC25A21,chr14
ENSG00000183049,10,12349547,12835545,1,CAMK1D,chr10
ENSG00000183087,13,113820549,113864076,-1,GAS6,chr13
ENSG00000183117,8,2935353,4994972,-1,CSMD1,chr8
ENSG00000183137,6,109095110,109174418,1,CEP57L1,chr6
ENSG00000183150,12,12660890,12696207,-1,GPR19,chr12
ENSG00000183161,11,22622533,22625823,-1,FANCF,chr11
ENSG00000183166,7,71779491,72447151,-1,CALN1,chr7
ENSG00000183230,10,65912457,67763637,-1,CTNNA3,chr10
ENSG00000183283,12,51238724,51271362,1,DAZAP2,chr12
ENSG00000183309,8,143636019,143656418,1,ZNF623,chr8
ENSG00000183340,11,96389989,96507574,1,JRKL,chr11
ENSG00000183354,9,5881596,6008482,-1,KIAA2026,chr9
ENSG00000183495,12,131949942,132080460,1,EP400,chr12
ENSG00000183542,12,10407384,10409757,-1,KLRC4,chr12
ENSG00000183605,10,119140767,119165714,-1,SFXN4,chr10
ENSG00000183621,10,30820207,31031937,-1,ZNF438,chr10
ENSG00000183665,8,124450820,124462150,1,TRMT12,chr8
ENSG00000183696,7,48088628,48108736,1,UPP1,chr7
ENSG00000183722,13,39209116,39603528,-1,LHFPL6,chr13
ENSG00000183735,12,64452090,64502114,1,TBK1,chr12
ENSG00000183742,7,20134655,20217404,-1,MACC1,chr7
ENSG00000183808,8,93728155,93741017,-1,RBM12B,chr8
ENSG00000183826,6,38168451,38640148,-1,BTBD9,chr6
ENSG00000183955,12,123384132,123409353,1,KMT5A,chr12
ENSG00000184014,11,9138825,9265959,-1,DENND5A,chr11
ENSG00000184047,12,122207663,122227456,-1,DIABLO,chr12
ENSG00000184156,8,132120859,132481095,-1,KCNQ3,chr8
ENSG00000184209,12,123458088,123473154,1,SNRNP35,chr12
ENSG00000184226,13,66302834,67230445,-1,PCDH9,chr13
ENSG00000184232,11,120211032,120230334,1,OAF,chr11
ENSG00000184271,12,51186936,51218062,-1,POU6F1,chr12
ENSG00000184281,11,2400488,2403878,1,TSSC4,chr11
ENSG00000184293,12,9715860,9733299,-1,CLECL1,chr12
ENSG00000184304,14,29576479,30191898,-1,PRKD1,chr14
ENSG00000184384,11,95976598,96343195,-1,MAML2,chr11
ENSG00000184428,8,143304384,143359979,-1,TOP1MT,chr8
ENSG00000184445,12,122527246,122626396,1,KNTC1,chr12
ENSG00000184465,6,169457212,169702067,-1,WDR27,chr6
ENSG00000184489,8,141391995,141432454,1,PTP4A3,chr8
ENSG00000184574,12,6618835,6635960,-1,LPAR5,chr12
ENSG00000184575,12,64404392,64451125,1,XPOT,chr12
ENSG00000184613,12,44508275,44921848,-1,NELL2,chr12
ENSG00000184661,8,25459199,25507911,1,CDCA2,chr8
ENSG00000184719,10,88273864,88584530,-1,RNLS,chr10
ENSG00000184743,11,63624087,63671921,-1,ATL3,chr11
ENSG00000184752,12,94895297,95003748,-1,NDUFA12,chr12
ENSG00000184863,7,155644451,155781485,1,RBM33,chr7
ENSG00000184903,7,110662644,111562517,-1,IMMP2L,chr7
ENSG00000184967,12,132144457,132152473,1,NOC4L,chr12
ENSG00000184992,12,124993645,125031231,1,BRI3BP,chr12
ENSG00000185000,8,144314584,144326910,-1,DGAT1,chr8
ENSG00000185009,10,74120255,74150842,-1,AP3M1,chr10
ENSG00000185015,8,85220587,85284073,1,CA13,chr8
ENSG00000185046,12,98726457,99984936,-1,ANKS1B,chr12
ENSG00000185053,8,14084845,15238431,-1,SGCZ,chr8
ENSG00000185055,7,105565120,105600875,-1,EFCAB10,chr7
ENSG00000185085,11,62646848,62653302,-1,INTS5,chr11
ENSG00000185101,11,417933,442011,-1,ANO9,chr11
ENSG00000185122,8,144291591,144314720,1,HSF1,chr8
ENSG00000185127,6,169702190,169704856,1,C6orf120,chr6
ENSG00000185163,12,132136594,132144319,-1,DDX51,chr12
ENSG00000185187,11,405716,417455,-1,SIGIRR,chr11
ENSG00000185189,8,143833583,143840973,-1,NRBP2,chr8
ENSG00000185201,11,303655,309397,1,IFITM2,chr11
ENSG00000185238,11,20387558,20509338,1,PRMT3,chr11
ENSG00000185246,14,45084107,45116282,1,PRPF39,chr14
ENSG00000185250,6,109390215,109441171,-1,PPIL6,chr6
ENSG00000185267,10,14819245,14838575,-1,CDNF,chr10
ENSG00000185344,12,123712353,123761755,1,ATP6V0A2,chr12
ENSG00000185345,6,161347417,162727775,-1,PRKN,chr6
ENSG00000185432,12,50923472,50932510,1,METTL7A,chr12
ENSG00000185475,11,62787402,62790400,1,TMEM179B,chr11
ENSG00000185480,12,102120183,102197520,1,PARPBP,chr12
ENSG00000185482,12,57243453,57251188,-1,STAC3,chr12
ENSG00000185507,11,612553,615983,-1,IRF7,chr11
ENSG00000185532,10,50990888,52298423,1,PRKG1,chr10
ENSG00000185591,12,53380176,53416446,1,SP1,chr12
ENSG00000185627,11,236966,252984,1,PSMD13,chr11
ENSG00000185670,11,62748319,62754184,-1,ZBTB3,chr11
ENSG00000185697,8,66562175,66614247,-1,MYBL1,chr8
ENSG00000185728,8,63168553,63212786,1,YTHDF3,chr8
ENSG00000185730,8,143289676,143299952,1,ZNF696,chr8
ENSG00000185736,10,1177313,1737525,-1,ADARB2,chr10
ENSG00000185760,6,72621792,73198853,1,KCNQ5,chr6
ENSG00000185811,7,50304068,50405101,1,IKZF1,chr7
ENSG00000185896,13,113297239,113323672,1,LAMP1,chr13
ENSG00000185900,8,43093498,43131180,1,POMK,chr8
ENSG00000185920,9,95442980,95517057,-1,PTCH1,chr9
ENSG00000185950,13,109752695,109786583,-1,IRS2,chr13
ENSG00000185963,9,92711363,92764833,-1,BICD2,chr9
ENSG00000185989,13,113977783,114132623,-1,RASA3,chr13
ENSG00000186047,13,50519364,50843939,-1,DLEU7,chr13
ENSG00000186088,7,77310751,77416349,-1,GSAP,chr7
ENSG00000186104,11,14877440,14892231,-1,CYP2R1,chr11
ENSG00000186106,8,100509752,100559784,-1,ANKRD46,chr8
ENSG00000186130,9,122908056,122913323,-1,ZBTB6,chr9
ENSG00000186166,11,118998138,119015793,1,CCDC84,chr11
